Iteration,F1 Score,Accuracy,Precision,Recall
20,0.6717557251908396,0.6692307692307692,0.6197183098591549,0.7333333333333333
21,0.6666666666666667,0.6715328467153284,0.6164383561643836,0.7258064516129032
22,0.657142857142857,0.6643356643356644,0.5974025974025974,0.7301587301587301
23,0.6620689655172415,0.6733333333333333,0.6075949367088608,0.7272727272727273
24,0.6799999999999999,0.6923076923076923,0.6219512195121951,0.75
25,0.6666666666666666,0.6809815950920245,0.6265060240963856,0.7123287671232876
26,0.6666666666666666,0.6745562130177515,0.6111111111111112,0.7333333333333333
27,0.6390532544378699,0.6534090909090909,0.5934065934065934,0.6923076923076923
28,0.64,0.6538461538461539,0.6021505376344086,0.6829268292682927
29,0.6408839779005524,0.656084656084656,0.6041666666666666,0.6823529411764706
30,0.6519337016574587,0.676923076923077,0.6145833333333334,0.6941176470588235
31,0.6559139784946236,0.6831683168316832,0.6224489795918368,0.6931818181818182
32,0.6666666666666666,0.6923076923076923,0.64,0.6956521739130435
33,0.6733668341708543,0.6976744186046512,0.6442307692307693,0.7052631578947368
34,0.6666666666666666,0.6923076923076923,0.6355140186915887,0.7010309278350515
35,0.6635071090047394,0.6885964912280702,0.6422018348623854,0.6862745098039216
36,0.6759259259259259,0.7008547008547008,0.6460176991150443,0.7087378640776699
37,0.6666666666666666,0.6929460580912863,0.6491228070175439,0.6851851851851852
38,0.672566371681416,0.7004048582995951,0.6608695652173913,0.6846846846846847
39,0.6580086580086579,0.6889763779527559,0.6386554621848739,0.6785714285714286
40,0.6609442060085837,0.6961538461538461,0.6416666666666667,0.6814159292035398
41,0.6638655462184875,0.700374531835206,0.6528925619834711,0.6752136752136753
42,0.6666666666666667,0.7032967032967034,0.6532258064516129,0.680672268907563
43,0.6532258064516129,0.6928571428571428,0.6328125,0.675
44,0.6666666666666666,0.7062937062937062,0.6412213740458015,0.6942148760330579
45,0.6589147286821705,0.6996587030716723,0.6390977443609023,0.68
46,0.6515151515151515,0.6923076923076923,0.6370370370370371,0.6666666666666666
47,0.6568265682656826,0.696078431372549,0.644927536231884,0.6691729323308271
48,0.6594202898550724,0.6987179487179487,0.6546762589928058,0.6642335766423357
49,0.6357142857142858,0.6802507836990596,0.644927536231884,0.6267605633802817
50,0.638888888888889,0.68,0.6344827586206897,0.6433566433566433
51,0.6506849315068494,0.6918429003021148,0.6418918918918919,0.6597222222222222
52,0.6598639455782312,0.7041420118343196,0.6554054054054054,0.6643835616438356
53,0.6464646464646464,0.6947674418604651,0.6575342465753424,0.6357615894039735
54,0.6357615894039735,0.6866096866096866,0.6575342465753424,0.6153846153846154
55,0.6336633663366337,0.6890756302521008,0.6530612244897959,0.6153846153846154
56,0.6372239747634069,0.6840659340659341,0.6273291925465838,0.6474358974358975
57,0.61875,0.6702702702702703,0.6036585365853658,0.6346153846153846
58,0.6130030959752323,0.6684350132625995,0.6073619631901841,0.61875
59,0.6261398176291794,0.6788511749347258,0.6130952380952381,0.639751552795031
60,0.6261398176291794,0.6846153846153846,0.6242424242424243,0.6280487804878049
61,0.6371681415929203,0.6893939393939394,0.627906976744186,0.6467065868263473
62,0.6202898550724637,0.674937965260546,0.6149425287356322,0.6257309941520468
63,0.6366197183098592,0.684596577017115,0.6141304347826086,0.6608187134502924
64,0.6519337016574586,0.6971153846153846,0.6276595744680851,0.6781609195402298
65,0.6502732240437159,0.6966824644549763,0.6296296296296297,0.672316384180791
66,0.6502732240437158,0.7016317016317016,0.6397849462365591,0.6611111111111111
67,0.6507936507936507,0.696551724137931,0.6307692307692307,0.6721311475409836
68,0.6579634464751958,0.7036199095022625,0.6363636363636364,0.6810810810810811
69,0.6666666666666666,0.7142857142857143,0.6597938144329897,0.6736842105263158
70,0.647814910025707,0.6989010989010989,0.6395939086294417,0.65625
71,0.6717171717171717,0.7180043383947939,0.6519607843137255,0.6927083333333334
72,0.6796116504854369,0.717948717948718,0.6481481481481481,0.7142857142857143
73,0.6682577565632457,0.7067510548523207,0.6334841628959276,0.7070707070707071
74,0.6619385342789598,0.7027027027027027,0.6306306306306306,0.6965174129353234
75,0.6538461538461539,0.704312114989733,0.6384976525821596,0.6699507389162561
76,0.6445497630331753,0.6963562753036437,0.6325581395348837,0.6570048309178744
77,0.6526806526806527,0.702,0.6363636363636364,0.6698564593301436
78,0.6365795724465557,0.6982248520710059,0.6473429951690821,0.6261682242990654
79,0.6258503401360543,0.6783625730994152,0.6133333333333333,0.6388888888888888
